;USDRUB;VIX;BRENT;CDS
12.12.2017;59.296;9.92;63.34;128.15
13.12.2017;58.619;10.18;62.44;128.39
14.12.2017;58.7556;10.49;63.31;125.97
15.12.2017;58.8009;9.42;63.23;124.73
18.12.2017;58.6635;9.53;63.41;120.57
19.12.2017;58.7743;10.03;63.8;119.59
20.12.2017;58.7035;9.72;64.56;119.09
21.12.2017;58.4615;9.62;64.9;117.87
22.12.2017;58.3697;9.9;65.25;117.87
26.12.2017;57.623;10.25;67.02;117.87
27.12.2017;57.7424;10.47;66.44;117.86
28.12.2017;57.5153;10.18;66.72;117.63
29.12.2017;57.6114;11.04;66.87;117.38
03.01.2018;57.2561;9.15;67.84;105.14
05.01.2018;56.9903;9.22;67.62;133.07
10.01.2018;57.0222;9.82;69.2;140.02
11.01.2018;56.4285;9.88;69.26;146.14
16.01.2018;56.5307;11.66;69.15;109.55
17.01.2018;56.7504;11.91;69.38;111.52
18.01.2018;56.5177;12.22;69.31;111.52
19.01.2018;56.7174;11.27;68.61;112.5
22.01.2018;56.5021;11.03;69.03;111.76
23.01.2018;56.3553;11.1;69.96;111.27
24.01.2018;56.178;11.47;70.53;111.76
25.01.2018;55.9244;11.58;70.42;111.27
26.01.2018;56.2572;11.08;70.52;111.27
29.01.2018;56.3178;13.84;69.46;113.72
30.01.2018;56.3823;14.79;69.02;110.79
31.01.2018;56.2075;13.54;69.05;106.37
01.02.2018;55.9171;13.47;69.65;116.9
02.02.2018;56.5501;17.31;68.58;106.86
05.02.2018;57.2066;37.32;67.62;136.74
07.02.2018;57.611;27.73;65.51;143.2
08.02.2018;58.4188;33.46;64.81;138.08
13.02.2018;57.6292;24.97;62.72;118.61
14.02.2018;56.7102;19.26;64.36;118.14
15.02.2018;56.4008;19.13;64.33;112.98
16.02.2018;56.3906;19.46;64.84;112.73
20.02.2018;56.5621;20.6;65.25;113.72
21.02.2018;56.7495;20.02;65.42;109.79
22.02.2018;56.5174;18.72;66.39;110.28
26.02.2018;55.7134;15.8;67.5;101.95
27.02.2018;56.2801;18.59;66.63;103.18
28.02.2018;56.3291;19.85;65.78;103.18
01.03.2018;56.8218;22.47;63.83;117.53
05.03.2018;56.4175;18.73;65.54;140.15
07.03.2018;56.8026;17.76;64.34;139.25
09.03.2018;56.6574;14.64;65.49;166.44
12.03.2018;56.8865;15.78;64.95;160.23
13.03.2018;57.0321;16.35;64.64;104.4
14.03.2018;57.1378;17.23;64.89;105.63
15.03.2018;57.4571;16.59;65.12;106.36
16.03.2018;57.4925;15.8;66.21;107.84
19.03.2018;57.8321;19.02;66.05;113.22
20.03.2018;57.5115;18.2;67.42;122.96
21.03.2018;56.8775;17.86;69.47;117.11
22.03.2018;57.2432;23.34;68.91;120.76
23.03.2018;57.2738;24.87;70.45;122.23
26.03.2018;57.1677;21.03;70.12;123.96
27.03.2018;57.514;22.5;70.11;123.2
28.03.2018;57.7175;22.87;69.53;122.98
29.03.2018;57.2599;19.97;70.27;122.73
04.04.2018;57.4433;20.06;68.02;121.75
05.04.2018;57.701;18.94;68.33;140.65
06.04.2018;58.1605;21.49;67.11;132.62
09.04.2018;60.6508;21.77;68.65;167.21
10.04.2018;63.0382;20.47;71.04;149.13
12.04.2018;62.0033;18.49;72.02;173.7
13.04.2018;62.0141;17.41;72.58;142.28
16.04.2018;61.1455;16.56;71.42;144.99
17.04.2018;61.5287;15.25;71.58;140.84
18.04.2018;60.8345;15.6;73.48;133.27
19.04.2018;60.8735;15.96;73.78;134.73
20.04.2018;61.3989;16.88;74.06;135.48
23.04.2018;61.8073;16.34;74.71;132.55
24.04.2018;61.6169;18.02;73.86;129.87
25.04.2018;62.4365;17.84;74;133.06
26.04.2018;62.7207;16.24;74.74;132.32
27.04.2018;62.1468;15.41;74.64;131.83
30.04.2018;62.9408;15.93;75.17;131.11
02.05.2018;64.0141;15.97;73.36;106.86
03.05.2018;63.0305;15.9;73.62;106.86
04.05.2018;62.5452;14.77;74.87;117.11
07.05.2018;62.9264;14.75;76.17;135.84
10.05.2018;61.71;13.23;77.47;150.12
11.05.2018;61.9193;12.65;77.12;140.98
14.05.2018;61.8468;12.93;78.23;128.93
15.05.2018;62.3277;14.63;78.43;134.84
16.05.2018;61.7229;13.42;79.28;131.64
17.05.2018;62.1747;13.43;79.3;133.33
18.05.2018;62.2749;13.42;78.51;136.76
21.05.2018;61.6018;13.08;79.22;136.32
22.05.2018;61.2143;13.22;79.57;130.92
23.05.2018;61.3504;12.58;79.8;131.38
24.05.2018;61.6104;12.53;78.79;126.48
25.05.2018;62.2765;13.22;76.44;127.94
29.05.2018;62.8181;17.02;75.39;129.64
30.05.2018;62.0777;14.94;77.5;132.67
31.05.2018;62.403;15.43;77.59;135.33
04.06.2018;62.0607;12.74;75.29;118.07
06.06.2018;61.7848;11.64;75.36;130.91
07.06.2018;62.4179;12.13;77.32;134.85
08.06.2018;62.3193;12.18;76.46;135.87
11.06.2018;62.8155;12.35;76.46;141.99
13.06.2018;62.5049;12.94;76.74;141.45
14.06.2018;62.6085;12.12;75.94;139.23
15.06.2018;63.188;11.98;73.44;146.11
18.06.2018;63.4583;12.31;75.34;151.99
19.06.2018;63.8736;13.35;75.08;153.96
20.06.2018;63.6888;12.79;74.74;146.16
21.06.2018;63.7063;14.64;73.05;143.68
22.06.2018;62.8773;13.77;75.55;138.54
25.06.2018;62.7825;17.33;74.73;142.7
26.06.2018;63.0303;15.92;76.31;142.47
27.06.2018;63.2109;17.91;77.62;143.69
28.06.2018;62.8012;16.85;77.85;142.97
29.06.2018;62.7338;16.09;79.44;139.76
02.07.2018;63.4293;15.6;77.3;106.36
03.07.2018;63.1266;16.14;77.76;106.61
05.07.2018;63.1154;14.97;77.39;140.65
06.07.2018;62.9677;13.37;77.11;131.62
09.07.2018;62.4951;12.69;78.07;176.37
11.07.2018;62.3559;13.63;73.4;143.71
12.07.2018;62.2673;12.58;74.45;153.26
13.07.2018;62.5553;12.18;75.33;123.56
16.07.2018;62.3227;12.83;71.84;126.04
17.07.2018;62.5927;12.06;72.16;128.49
18.07.2018;62.9669;12.1;72.9;132.42
19.07.2018;63.6649;12.87;72.58;134.62
20.07.2018;63.5093;12.86;73.07;134.4
23.07.2018;63.0689;12.62;73.06;132.92
24.07.2018;63.3094;12.41;73.44;131.93
25.07.2018;62.8188;12.29;73.93;133.42
26.07.2018;62.9533;12.14;74.54;133.42
27.07.2018;62.7967;13.03;74.29;131.94
30.07.2018;62.2518;14.26;74.97;131.45
31.07.2018;62.5078;12.83;74.25;130.96
01.08.2018;63.0369;13.15;72.39;116.66
02.08.2018;63.3833;12.19;73.45;112.74
03.08.2018;63.3389;11.64;73.21;105.39
06.08.2018;63.7398;11.27;73.75;135.81
08.08.2018;65.549;10.85;72.28;145.22
10.08.2018;67.7061;13.16;72.81;152.08
13.08.2018;67.8125;14.78;72.61;171.77
14.08.2018;66.337;13.31;72.46;159.04
15.08.2018;67.2998;14.64;70.76;164.39
16.08.2018;66.8308;13.45;71.43;159.51
17.08.2018;67.0448;12.64;71.83;162.47
20.08.2018;67.1083;12.49;72.21;162.46
21.08.2018;67.2698;12.86;72.63;163.25
22.08.2018;68.028;12.25;74.78;162.98
23.08.2018;68.1905;12.41;74.73;165.22
24.08.2018;67.0894;11.99;75.82;161.04
27.08.2018;67.5231;12.16;76.21;161.04
28.08.2018;67.87;12.5;75.95;161.05
29.08.2018;67.9422;12.25;77.14;163.49
30.08.2018;68.2441;13.53;77.77;162.25
31.08.2018;67.5458;12.86;77.42;165.94
04.09.2018;68.1158;13.16;78.17;134.71
05.09.2018;68.2578;13.91;77.27;139.69
07.09.2018;69.9025;14.88;76.83;129.47
10.09.2018;70.5613;14.16;77.37;154.03
11.09.2018;69.4245;13.22;79.06;156.93
13.09.2018;68.2455;12.37;78.18;167.7
14.09.2018;68.0749;12.07;78.09;163.05
17.09.2018;68.0636;13.68;78.05;160.08
18.09.2018;67.3648;12.79;79.03;156.17
19.09.2018;66.8168;11.75;79.4;150.97
20.09.2018;66.2735;11.8;78.7;155.02
21.09.2018;66.4138;11.68;78.8;155.51
24.09.2018;65.8465;12.2;81.2;152.79
25.09.2018;65.8789;12.42;81.87;151.58
26.09.2018;65.8054;12.89;81.34;149.83
27.09.2018;65.6158;12.41;81.72;142.23
28.09.2018;65.5503;12.12;82.72;140.99
01.10.2018;64.9848;12;84.98;113.47
04.10.2018;67.0142;14.22;84.58;150.62
05.10.2018;66.5795;14.82;84.16;131.1
08.10.2018;66.5707;15.69;83.91;166.8
09.10.2018;66.2607;15.95;85;179.26
10.10.2018;66.8935;22.96;83.09;154.03
12.10.2018;66.1173;21.31;80.43;158.5
15.10.2018;65.6526;21.3;80.78;148.12
16.10.2018;65.3067;17.62;81.41;146.4
17.10.2018;65.4946;17.4;80.05;148.6
18.10.2018;65.8044;20.06;79.29;150.54
19.10.2018;65.4911;19.89;79.78;151.54
22.10.2018;65.242;19.64;79.83;150.54
23.10.2018;65.5107;20.71;76.44;154.44
24.10.2018;65.6765;25.23;76.17;148.06
25.10.2018;65.5962;24.22;76.89;147.89
26.10.2018;65.7188;24.16;77.62;148.79
29.10.2018;65.8499;24.7;77.34;144.46
30.10.2018;65.5526;23.35;75.91;145.19
31.10.2018;65.8789;21.23;75.47;146.16
01.11.2018;65.7256;19.34;72.89;111.76
06.11.2018;66.1311;19.91;72.13;136.05
07.11.2018;66.3182;16.36;72.07;125.53
09.11.2018;68.1088;17.36;70.18;176.32
12.11.2018;67.846;20.45;70.12;153.33
13.11.2018;68.1147;20.02;65.47;156.93
14.11.2018;67.0379;21.25;66.12;151.56
15.11.2018;65.892;19.98;66.62;150.81
16.11.2018;65.9801;18.14;66.76;151.79
19.11.2018;65.5405;20.1;66.79;150.83
20.11.2018;66.1682;22.48;62.53;159.46
21.11.2018;65.6668;20.8;63.48;155.76
23.11.2018;66.1953;21.52;58.8;162.39
26.11.2018;67.0954;18.9;60.48;169.29
27.11.2018;67.0611;19.02;60.21;173.7
28.11.2018;66.9647;18.49;58.76;170.51
29.11.2018;66.2124;18.79;59.51;163.4
30.11.2018;66.951;18.07;58.71;163.88
03.12.2018;66.5095;16.44;61.69;103.43
04.12.2018;66.8401;20.74;62.08;141.32
06.12.2018;66.8741;21.19;60.06;138.26
07.12.2018;66.4006;23.23;61.67;125.78
10.12.2018;66.6529;22.64;59.97;152.31
11.12.2018;66.3795;21.76;60.2;157.68
12.12.2018;66.3996;21.46;60.15;152.13
13.12.2018;66.2312;20.65;61.45;147.18
14.12.2018;66.745;21.63;60.28;146.69
17.12.2018;66.7793;24.52;59.61;146.21
18.12.2018;67.2727;25.58;56.26;144.24
19.12.2018;67.4674;25.58;57.24;145.23
20.12.2018;68.3253;28.38;54.35;147.21
21.12.2018;68.8671;30.11;53.82;149.41
24.12.2018;68.5829;36.07;50.47;150.36
26.12.2018;68.6993;30.41;54.47;150.43
27.12.2018;69.5675;29.96;52.16;152.63
28.12.2018;69.5012;28.34;52.2;153.09
03.01.2019;68.6577;25.45;55.95;128.6
04.01.2019;67.7368;21.38;57.06;133.22
08.01.2019;66.9003;20.47;58.72;96.55
10.01.2019;66.9102;19.5;61.68;86.73
11.01.2019;66.8938;18.19;60.48;75.63
14.01.2019;67.0783;19.07;58.99;143.28
15.01.2019;66.9595;18.6;60.64;139.85
16.01.2019;66.372;19.04;61.32;135.91
17.01.2019;66.3653;18.06;61.18;137.64
18.01.2019;66.2722;17.8;62.7;133.46
22.01.2019;66.5341;20.8;61.5;133.42
23.01.2019;66.0805;19.52;61.14;129.51
24.01.2019;65.7634;18.89;61.09;130.98
25.01.2019;65.9938;17.42;61.64;130.76
28.01.2019;66.264;18.87;59.93;130.99
29.01.2019;66.0576;19.13;61.32;131.23
30.01.2019;65.5051;17.66;61.65;133.94
31.01.2019;65.4103;16.57;61.89;129.53
01.02.2019;65.5049;16.14;62.75;156.61
04.02.2019;65.5888;15.73;62.51;133.42
05.02.2019;65.6228;15.57;61.98;127.05
07.02.2019;65.9173;16.37;61.63;111.07
08.02.2019;65.7932;15.72;62.1;105.91
12.02.2019;65.8784;15.43;62.42;70.43
13.02.2019;66.5134;15.65;63.61;138.91
14.02.2019;66.6512;16.22;64.57;147.71
15.02.2019;66.3093;14.91;66.25;143.08
19.02.2019;65.7666;14.88;66.45;140.12
20.02.2019;65.6328;14.02;67.08;138.92
21.02.2019;65.5739;14.46;67.07;138.18
22.02.2019;65.3869;13.51;67.12;133.98
25.02.2019;65.495;14.85;64.76;129.07
26.02.2019;65.6999;15.17;65.21;130.29
27.02.2019;65.7901;14.7;66.39;129.58
28.02.2019;65.9151;14.78;66.03;129.08
01.03.2019;65.9365;13.57;65.07;155.25
04.03.2019;65.7387;14.63;65.67;132.46
05.03.2019;65.7624;14.74;65.86;127.06
06.03.2019;65.9751;15.74;65.99;131.78
07.03.2019;66.2827;16.59;66.3;111.08
12.03.2019;65.6236;13.77;66.67;69.48
13.03.2019;65.3932;13.41;67.55;124.4
14.03.2019;65.514;13.5;67.23;124.64
15.03.2019;64.8075;12.88;67.16;125.12
18.03.2019;64.3651;13.1;67.54;125.63
19.03.2019;64.38;13.56;67.61;124.64
20.03.2019;63.8577;13.91;68.5;135.37
21.03.2019;63.8684;13.63;67.86;132.48
22.03.2019;64.6616;16.48;67.03;135.36
25.03.2019;64.0807;16.33;67.21;129.48
26.03.2019;64.3919;14.68;67.97;129.77
27.03.2019;64.8291;15.15;67.83;138.56
28.03.2019;64.9382;14.43;67.82;136.89
29.03.2019;65.634;13.71;68.39;135.41
01.04.2019;65.1784;13.4;69.01;150.28
02.04.2019;65.299;13.36;69.37;136.18
03.04.2019;65.2355;13.74;69.31;128.33
04.04.2019;65.4796;13.58;69.4;131.47
09.04.2019;64.9032;14.28;70.61;90.15
10.04.2019;64.3223;13.3;71.73;88.69
11.04.2019;64.6097;13.02;70.83;75.62
12.04.2019;64.3497;12.01;71.55;69.43
15.04.2019;64.267;12.32;71.18;131.48
16.04.2019;64.1045;12.18;71.72;131.25
17.04.2019;63.8584;12.6;71.62;128.53
18.04.2019;63.8939;12.09;71.97;129.26
22.04.2019;63.8083;12.42;74.04;129.27
23.04.2019;63.6853;12.28;74.51;126.55
24.04.2019;64.3406;13.14;74.57;126.06
25.04.2019;64.6565;13.25;74.35;126.82
26.04.2019;64.7334;12.73;72.15;126.05
29.04.2019;64.4728;13.11;72.04;124.35
30.04.2019;64.6373;13.12;72.8;124.34
02.05.2019;65.4368;14.42;70.75;131.97
03.05.2019;65.088;12.87;70.85;128.1
06.05.2019;65.2236;15.44;71.24;128.56
07.05.2019;65.3974;19.32;69.88;111.83
08.05.2019;65.0687;19.4;70.37;109.33
13.05.2019;65.4278;20.55;70.23;130.48
14.05.2019;64.945;18.06;71.24;128.8
15.05.2019;64.6534;16.44;71.77;128.53
16.05.2019;64.6215;15.29;72.62;127.09
17.05.2019;64.7683;15.96;72.21;128.07
20.05.2019;64.5266;16.31;71.97;126.6
21.05.2019;64.4213;14.95;72.18;127.09
22.05.2019;64.3877;14.75;70.99;127.07
23.05.2019;64.8495;16.92;67.76;127.76
24.05.2019;64.4809;15.85;68.69;127.59
28.05.2019;64.7077;17.5;70.11;126.58
29.05.2019;64.9661;17.9;69.45;128.81
30.05.2019;65.1893;17.3;66.87;127.32
31.05.2019;65.4306;18.71;64.49;129.55
03.06.2019;65.3445;18.86;61.28;126.12
05.06.2019;65.3773;16.09;60.63;127.05
06.06.2019;65.085;15.93;61.67;128.07
11.06.2019;64.5588;15.99;62.29;74.41
13.06.2019;64.5806;15.82;61.31;123.61
14.06.2019;64.3915;15.28;62.01;122.66
17.06.2019;64.3192;15.35;60.94;122.17
18.06.2019;64.025;15.15;62.14;117.23
19.06.2019;63.7783;14.33;61.82;114.52
20.06.2019;62.91;14.75;64.45;109.36
21.06.2019;63.0073;15.4;65.2;112.31
24.06.2019;62.584;15.26;64.86;112.8
25.06.2019;62.8613;16.28;65.05;116.5
26.06.2019;63.0602;16.21;66.49;116.75
27.06.2019;63.0788;15.82;66.55;113.78
28.06.2019;63.2305;15.08;66.55;113.3
01.07.2019;62.973;14.06;65.06;145.51
02.07.2019;63.311;12.93;62.4;135.41
03.07.2019;63.322;12.57;63.82;126.6
05.07.2019;63.8159;13.28;64.23;128.54
08.07.2019;63.6823;13.96;64.11;111.55
10.07.2019;63.1755;13.03;67.01;88.19
11.07.2019;62.8166;12.93;66.52;72.88
15.07.2019;62.6628;12.68;66.48;106.4
16.07.2019;63.0391;12.86;64.35;103.94
17.07.2019;62.9353;13.97;63.66;104.92
18.07.2019;62.8087;13.53;61.93;105.16
19.07.2019;63.0295;14.45;62.47;104.43
22.07.2019;63.096;13.53;63.26;104.42
23.07.2019;63.1609;12.61;63.83;104.42
24.07.2019;63.2936;12.07;63.18;101.96
25.07.2019;63.2336;12.74;63.39;100.48
26.07.2019;63.3663;12.16;63.46;100.48
29.07.2019;63.4357;12.83;63.71;99.99
30.07.2019;63.5067;13.94;64.72;99.99
31.07.2019;63.6284;16.12;65.17;98.51
01.08.2019;64.3518;17.87;60.5;146.49
02.08.2019;65.2713;17.61;61.89;138.39
05.08.2019;65.5195;24.59;59.81;128.31
07.08.2019;65.3237;19.49;56.23;111.33
08.08.2019;65.0435;16.91;57.38;107.87
13.08.2019;64.9112;17.52;61.3;106.4
14.08.2019;66.0531;22.1;59.48;105.4
15.08.2019;66.0533;21.18;58.23;104.91
16.08.2019;66.5148;18.47;58.64;102.46
19.08.2019;66.8987;16.88;59.74;101.96
20.08.2019;66.5455;17.5;60.03;101.96
21.08.2019;65.754;15.8;60.3;101.72
22.08.2019;65.6081;16.68;59.92;101.22
23.08.2019;65.999;19.87;59.34;101.22
26.08.2019;66.0593;19.32;58.7;101.22
27.08.2019;66.4352;20.31;59.51;101.22
28.08.2019;66.7779;19.35;60.49;101.96
29.08.2019;66.5718;17.88;61.08;100.98
30.08.2019;66.7657;18.98;60.43;99.25
04.09.2019;66.2255;17.33;60.7;130.73
05.09.2019;66.2335;16.27;60.95;130
09.09.2019;65.5344;15.27;62.59;86.2
10.09.2019;65.4233;15.2;62.38;89.17
12.09.2019;64.7151;14.22;60.38;65.51
13.09.2019;64.3403;13.74;60.22;78.8
16.09.2019;64.0405;14.67;69.02;77.36
17.09.2019;64.3652;14.44;64.55;77.34
18.09.2019;64.163;13.95;63.6;76.35
19.09.2019;63.9748;14.05;64.4;75.37
20.09.2019;64.02;15.32;64.28;79.82
23.09.2019;63.8469;14.91;64.77;79.83
24.09.2019;63.9902;17.05;63.1;80.82
25.09.2019;64.1506;15.96;62.39;81.28
26.09.2019;64.2124;16.07;62.74;81.29
27.09.2019;64.6841;17.22;61.91;82.05
30.09.2019;64.8569;16.24;60.78;84.75
01.10.2019;65.2647;18.56;58.89;144.77
04.10.2019;64.6288;17.04;58.37;130.98
07.10.2019;64.9596;17.86;58.35;108.86
09.10.2019;64.8895;18.64;58.32;86.2
10.10.2019;64.4582;17.57;59.1;88.18
14.10.2019;64.295;14.57;59.35;85.74
15.10.2019;64.2749;13.54;58.74;82.04
16.10.2019;64.0773;13.68;59.42;79.85
17.10.2019;64.1176;13.79;59.91;77.12
18.10.2019;63.7651;14.25;59.42;75.9
21.10.2019;63.7151;14;58.96;75.39
22.10.2019;63.7282;14.46;59.7;75.41
23.10.2019;63.9333;14.01;61.17;75.41
24.10.2019;64.0693;13.71;61.67;75.4
25.10.2019;63.8639;12.65;62.02;75.39
28.10.2019;63.752;13.11;61.57;75.39
29.10.2019;63.9463;13.2;61.59;75.4
30.10.2019;63.8536;12.33;60.61;75.66
31.10.2019;64.1328;13.22;60.23;75.67
01.11.2019;63.5244;12.3;61.69;142.53
06.11.2019;63.8725;12.62;61.74;123.14
07.11.2019;63.5284;12.73;62.29;105.91
11.11.2019;63.8874;12.69;62.18;72.92
12.11.2019;64.2272;12.68;62.06;63.06
13.11.2019;64.3456;13;62.37;74.16
14.11.2019;63.9828;13.05;62.28;74.17
15.11.2019;63.7628;12.05;63.3;72.91
18.11.2019;63.8278;12.46;62.44;72.92
19.11.2019;63.8192;12.86;60.91;73.41
20.11.2019;63.8991;12.78;62.4;73.42
21.11.2019;63.7094;13.13;63.97;70.43
22.11.2019;63.8623;12.34;63.39;70.43
25.11.2019;63.9381;11.87;63.65;70.43
26.11.2019;63.9516;11.54;64.27;70.44
27.11.2019;63.9615;11.75;64.06;70.42
29.11.2019;64.3195;12.62;62.43;70.43
02.12.2019;64.1748;14.91;60.92;135.45
03.12.2019;64.1502;15.96;60.82;123.64
04.12.2019;63.9429;14.8;63;132.49
06.12.2019;63.7533;13.62;64.39;123.38
09.12.2019;63.5847;15.86;64.25;78.8
11.12.2019;63.2695;14.99;63.72;72.93
12.12.2019;62.8402;13.94;64.2;61.51
13.12.2019;62.8624;12.63;65.22;56.17
16.12.2019;62.4428;12.14;65.34;55.12
17.12.2019;62.4038;12.29;66.1;54.64
18.12.2019;62.661;12.58;66.17;57.34
19.12.2019;62.4133;12.5;66.54;56.87
20.12.2019;62.2634;12.51;66.14;57.1
23.12.2019;62.268;12.61;66.39;56.85
24.12.2019;61.9669;12.67;67.2;56.38
26.12.2019;62.2138;12.65;67.92;56.36
27.12.2019;62.0332;13.43;68.16;55.88
30.12.2019;61.9863;14.82;68.44;55.6
06.01.2020;61.8227;13.85;68.91;114.76
09.01.2020;61.283;12.54;65.37;89.63
10.01.2020;61.0548;12.56;64.98;119.69
13.01.2020;61.2727;12.32;64.2;59.53
14.01.2020;61.4394;12.39;64.49;61.03
15.01.2020;61.4315;12.42;64;62.01
16.01.2020;61.6574;12.32;64.62;60.26
17.01.2020;61.5573;12.1;64.85;60.27
21.01.2020;61.8802;12.85;64.59;61.52
22.01.2020;61.8397;12.91;63.21;61.99
23.01.2020;61.902;12.98;62.04;63.48
24.01.2020;62.0857;14.56;60.69;63.49
27.01.2020;62.9797;18.23;59.32;67.94
28.01.2020;62.2825;16.28;59.51;64.42
29.01.2020;62.5451;16.39;59.81;65.21
30.01.2020;63.2759;15.49;58.29;64.98
31.01.2020;63.9203;18.84;58.16;65.47
03.02.2020;63.715;17.97;54.45;81.27
04.02.2020;63.1093;16.05;53.96;180.9
06.02.2020;63.3488;14.96;54.93;106.15
07.02.2020;64.11;15.47;54.47;97.78
10.02.2020;64.1332;15.04;53.27;124.12
11.02.2020;63.3759;15.18;54.01;108.856
12.02.2020;63.2143;13.74;55.79;76.82
13.02.2020;63.6413;14.15;56.34;60.98
14.02.2020;63.5556;13.68;57.32;59.26
18.02.2020;63.8115;14.83;57.75;60.52
19.02.2020;63.571;14.38;59.12;59
20.02.2020;64.2038;15.56;59.31;61.74
21.02.2020;64.0561;17.08;58.5;61.76
25.02.2020;65.3726;27.85;54.95;66.91
26.02.2020;65.4708;27.56;53.43;67.89
27.02.2020;66.0217;39.16;52.18;75.36
28.02.2020;66.8806;40.11;50.52;87.2
02.03.2020;66.4319;33.42;51.9;64.92
03.03.2020;65.9881;36.82;51.86;77.39
04.03.2020;66.2666;31.99;51.13;178.45
06.03.2020;68.5685;41.94;45.27;93.6
11.03.2020;72.9375;53.9;35.79;102.95
12.03.2020;74.8742;75.47;33.22;73.86
13.03.2020;72.6133;57.83;33.85;210.23
16.03.2020;74.6596;82.69;30.05;230.7
17.03.2020;75.4362;75.91;28.73;233.15
18.03.2020;80.8692;76.45;24.88;296.6
19.03.2020;79.1566;72;28.47;300.95
20.03.2020;79.9236;66.04;26.98;261.18
23.03.2020;79.5936;61.59;27.03;281.48
24.03.2020;78.2965;61.67;27.15;250.68
25.03.2020;78.2023;63.95;27.39;213.74
26.03.2020;77.4751;61;26.34;173.55
27.03.2020;78.8122;65.54;24.93;198.06
30.03.2020;79.3378;57.08;22.76;212.83
31.03.2020;78.4426;53.54;22.74;193.17
02.04.2020;77.2349;50.91;29.94;62.67
03.04.2020;76.4918;46.8;34.11;77.79
06.04.2020;76.0059;45.24;33.05;94.093
08.04.2020;74.9406;43.35;32.84;102.95
09.04.2020;74.2565;41.67;31.48;102.22
13.04.2020;73.6013;41.17;31.74;151.52
14.04.2020;72.9953;37.76;29.6;158.86
15.04.2020;74.8437;40.84;27.69;176.53
16.04.2020;74.1841;40.11;27.82;183.47
17.04.2020;73.958;38.15;28.08;173.15
20.04.2020;75.5185;43.83;25.57;174.11
21.04.2020;77.0694;45.41;19.33;187.35
22.04.2020;75.9065;41.98;20.37;182.48
23.04.2020;74.7727;41.38;21.33;175.11
24.04.2020;74.5651;35.93;21.44;175.13
27.04.2020;74.4935;33.29;19.99;176.17
28.04.2020;74.1033;33.57;20.46;177.58
29.04.2020;73.0162;31.23;22.54;163.88
30.04.2020;74.3813;34.15;25.27;168.82
05.05.2020;73.7551;33.61;30.97;162.44
06.05.2020;74.5643;34.12;29.72;80.29
08.05.2020;73.4267;27.98;30.97;100.24
13.05.2020;73.929;35.28;29.19;143.76
14.05.2020;73.4875;32.61;31.13;154.58
15.05.2020;73.616;31.89;32.5;151.15
18.05.2020;72.6718;29.3;34.81;134.44
19.05.2020;72.4881;30.53;34.65;133.44
20.05.2020;71.118;27.99;35.75;131.98
21.05.2020;70.9631;29.53;36.06;128.05
22.05.2020;71.6123;28.16;35.13;128.54
26.05.2020;70.7948;28.01;36.17;120.17
27.05.2020;71.0038;27.62;34.74;121.16
28.05.2020;70.4928;28.59;35.29;120.66
29.05.2020;70.1445;27.51;35.33;116.72
01.06.2020;69.1249;28.23;38.32;60.54
02.06.2020;68.6754;26.84;39.57;60.49
03.06.2020;68.6504;25.66;39.79;106.89
04.06.2020;69.1601;25.81;39.99;171.15
05.06.2020;68.686;24.52;42.3;162.44
08.06.2020;68.1966;25.81;40.8;99.5
10.06.2020;68.4949;27.57;41.73;113.28
11.06.2020;70.2013;40.79;38.55;90.64
15.06.2020;69.5536;34.4;39.72;98.52
16.06.2020;69.6567;33.67;40.96;91.13
17.06.2020;69.7446;33.47;40.71;94.09
18.06.2020;69.8744;32.94;41.51;94.58
19.06.2020;69.446;35.12;42.19;91.13
22.06.2020;69.1003;31.77;43.08;93.1
23.06.2020;68.8651;31.37;42.63;90.64
25.06.2020;69.0183;32.22;41.05;101.47
26.06.2020;69.7955;34.73;41.02;102.462
29.06.2020;69.998;31.78;41.71;108.37
30.06.2020;71.1734;30.43;41.15;109.85
02.07.2020;70.5747;27.68;43.14;64.45
07.07.2020;71.4936;29.43;43.08;99.01
08.07.2020;71.1138;28.08;43.29;97.28
09.07.2020;70.9414;29.26;42.35;103.7
10.07.2020;70.7118;27.29;43.24;112.31
13.07.2020;70.9912;32.19;42.72;101.97
14.07.2020;70.8703;29.52;42.9;101.478
15.07.2020;70.9881;27.76;43.79;98.52
16.07.2020;71.592;28;43.37;100.98
17.07.2020;71.8825;25.68;43.14;101.23
20.07.2020;71.3428;24.46;43.28;99.99
21.07.2020;70.7443;24.84;44.32;97.53
22.07.2020;71.0675;24.32;44.29;94.08
23.07.2020;71.4585;26.08;43.31;89.64
24.07.2020;71.729;25.84;43.34;95.06
27.07.2020;71.565;24.74;43.41;92.11
28.07.2020;72.5804;25.44;43.22;94.57
29.07.2020;72.581;24.1;43.75;94.57
30.07.2020;73.1543;24.76;42.94;105.42
31.07.2020;74.4114;24.46;43.3;104.684
04.08.2020;73.5325;23.76;44.43;165.27
05.08.2020;72.8745;22.99;45.17;159.03
06.08.2020;73.2782;22.65;45.09;80.31
07.08.2020;73.717;22.21;44.4;99.01
10.08.2020;73.4667;22.13;44.99;110.82
12.08.2020;73.7116;22.28;45.43;76.32
13.08.2020;72.9555;22.13;44.96;83.72
14.08.2020;72.8558;22.05;44.8;91.61
17.08.2020;73.7015;21.35;45.37;100.49
18.08.2020;73.1634;21.51;45.46;97.53
19.08.2020;73.292;22.54;45.37;96.79
